0,0,0,-0.176470588,-0.0625,-0.334558824,-0.209558824,-0.4375,-0.341911765,-0.547794118,-0.430147059,-0.231617647,-0.477941176,-0.308823529,-0.669117647,-0.360294118,-0.783088235,-0.400735294,-0.893382353,-0.113970588,-0.507352941,-0.147058824,-0.735294118,-0.172794118,-0.878676471,-0.202205882,-1,0,-0.488970588,-0.007352941,-0.694852941,-0.022058824,-0.830882353,-0.040441176,-0.952205882,0.113970588,-0.433823529,0.147058824,-0.588235294,0.161764706,-0.694852941,0.172794118,-0.797794118
0,0,0,-0.183150183,-0.065934066,-0.340659341,-0.208791209,-0.446886447,-0.333333333,-0.553113553,-0.424908425,-0.238095238,-0.483516484,-0.318681319,-0.67032967,-0.377289377,-0.783882784,-0.421245421,-0.89010989,-0.117216117,-0.516483516,-0.153846154,-0.736263736,-0.183150183,-0.879120879,-0.208791209,-1,-0.003663004,-0.494505495,-0.014652015,-0.6996337,-0.029304029,-0.831501832,-0.047619048,-0.948717949,0.10989011,-0.43956044,0.135531136,-0.593406593,0.153846154,-0.6996337,0.168498168,-0.798534799
0,0,0,-0.195488722,-0.056390977,-0.364661654,-0.172932331,-0.492481203,-0.281954887,-0.609022556,-0.360902256,-0.278195489,-0.462406015,-0.383458647,-0.646616541,-0.454887218,-0.755639098,-0.515037594,-0.853383459,-0.165413534,-0.503759398,-0.221804511,-0.733082707,-0.266917293,-0.87593985,-0.308270677,-1,-0.045112782,-0.496240602,-0.078947368,-0.706766917,-0.101503759,-0.838345865,-0.131578947,-0.954887218,0.07518797,-0.45112782,0.090225564,-0.612781955,0.093984962,-0.721804511,0.093984962,-0.827067669
0,0,0,-0.207692308,-0.046153846,-0.403846154,-0.157692308,-0.553846154,-0.246153846,-0.684615385,-0.315384615,-0.361538462,-0.465384615,-0.492307692,-0.634615385,-0.580769231,-0.734615385,-0.657692308,-0.823076923,-0.25,-0.519230769,-0.334615385,-0.742307692,-0.396153846,-0.880769231,-0.453846154,-1,-0.126923077,-0.526923077,-0.184615385,-0.730769231,-0.226923077,-0.865384615,-0.273076923,-0.984615385,0.003846154,-0.488461538,0,-0.653846154,-0.007692308,-0.765384615,-0.023076923,-0.869230769
0,0,0,-0.221774194,-0.02016129,-0.435483871,-0.112903226,-0.588709677,-0.197580645,-0.725806452,-0.254032258,-0.419354839,-0.443548387,-0.576612903,-0.60483871,-0.673387097,-0.701612903,-0.762096774,-0.790322581,-0.314516129,-0.516129032,-0.427419355,-0.737903226,-0.508064516,-0.875,-0.584677419,-0.991935484,-0.189516129,-0.536290323,-0.27016129,-0.745967742,-0.330645161,-0.883064516,-0.391129032,-1,-0.056451613,-0.516129032,-0.076612903,-0.689516129,-0.096774194,-0.806451613,-0.125,-0.911290323
0,0,0,-0.226495726,0.008547009,-0.465811966,-0.055555556,-0.632478632,-0.111111111,-0.773504274,-0.145299145,-0.5,-0.41025641,-0.688034188,-0.55982906,-0.803418803,-0.645299145,-0.901709402,-0.730769231,-0.401709402,-0.504273504,-0.55982906,-0.713675214,-0.666666667,-0.841880342,-0.760683761,-0.952991453,-0.277777778,-0.547008547,-0.397435897,-0.747863248,-0.478632479,-0.884615385,-0.555555556,-1,-0.128205128,-0.547008547,-0.188034188,-0.722222222,-0.226495726,-0.837606838,-0.269230769,-0.944444444
0,0,0,-0.225663717,0.017699115,-0.473451327,-0.039823009,-0.646017699,-0.092920354,-0.787610619,-0.115044248,-0.530973451,-0.398230088,-0.734513274,-0.539823009,-0.85840708,-0.619469027,-0.96460177,-0.703539823,-0.438053097,-0.5,-0.615044248,-0.703539823,-0.730088496,-0.831858407,-0.831858407,-0.933628319,-0.309734513,-0.553097345,-0.446902655,-0.752212389,-0.53539823,-0.884955752,-0.628318584,-1,-0.159292035,-0.566371681,-0.234513274,-0.743362832,-0.283185841,-0.862831858,-0.336283186,-0.969026549
0,0,0,-0.222707424,0.048034934,-0.471615721,0.026200873,-0.64628821,-0.008733624,-0.790393013,-0.017467249,-0.550218341,-0.323144105,-0.759825328,-0.436681223,-0.890829694,-0.497816594,-1,-0.563318777,-0.471615721,-0.427947598,-0.668122271,-0.602620087,-0.794759825,-0.707423581,-0.903930131,-0.794759825,-0.35371179,-0.493449782,-0.515283843,-0.663755459,-0.624454148,-0.777292576,-0.729257642,-0.868995633,-0.213973799,-0.524017467,-0.310043668,-0.68558952,-0.375545852,-0.790393013,-0.441048035,-0.886462882
0,0,0,-0.214592275,0.055793991,-0.459227468,0.038626609,-0.635193133,0.008583691,-0.78111588,0,-0.553648069,-0.300429185,-0.763948498,-0.403433476,-0.892703863,-0.463519313,-1,-0.52360515,-0.480686695,-0.407725322,-0.678111588,-0.566523605,-0.811158798,-0.665236052,-0.918454936,-0.746781116,-0.369098712,-0.47639485,-0.536480687,-0.639484979,-0.643776824,-0.74248927,-0.74248927,-0.824034335,-0.231759657,-0.515021459,-0.330472103,-0.665236052,-0.394849785,-0.763948498,-0.459227468,-0.854077253
0,0,0,-0.210300429,0.055793991,-0.446351931,0.0472103,-0.622317597,0.030042918,-0.768240343,0.021459227,-0.549356223,-0.278969957,-0.759656652,-0.373390558,-0.888412017,-0.424892704,-1,-0.47639485,-0.480686695,-0.39055794,-0.682403433,-0.545064378,-0.811158798,-0.635193133,-0.922746781,-0.712446352,-0.373390558,-0.463519313,-0.540772532,-0.618025751,-0.652360515,-0.712446352,-0.755364807,-0.793991416,-0.236051502,-0.506437768,-0.334763948,-0.652360515,-0.407725322,-0.746781116,-0.47639485,-0.832618026
